         [,1] [,2] [,3] [,4] [,5]
    [1,]    1   13   22    1    9
    [2,]    1    8   11    3    7
    [3,]    1   11    6   10   26
    [4,]    1   10    6    3   10
    [5,]    1   15    7   26    7
    [6,]    1    8    5   11   26
    [7,]    1   26   22   22    1
    [8,]    1    7   23    2   17
    [9,]    1   18   12   20   19
   [10,]    1   18   23   26    8
   [11,]    1   21    5   11   22
   [12,]    1    8    7    6   26
   [13,]    1   24   17    8    8
   [14,]    1   10   14    5    3
   [15,]    1   20   14    8   11
   [16,]    1   22    6    8   13
   [17,]    1   24   16    3   19
   [18,]    1   26    8   24    3
   [19,]    1   13    5    5    6
   [20,]    1   21   22    7   11
   [21,]    1   16   12   14    8
   [22,]    1   26   21   13   12
   [23,]    1    5    4   21    3
   [24,]    1   11   21   18   16
   [25,]    1    8    3   10    9
   [26,]    1   13   10   11   21
   [27,]    1   14   21    9    1
   [28,]    1   18    5   26   16
   [29,]    1    7    5   24    1
   [30,]    1   13   10    4    2
   [31,]    1   17   11   23   13
   [32,]    1   12   10   19   21
   [33,]    1   10   13   15   24
   [34,]    1    1    9   23    9
   [35,]    1   24   23   25    4
   [36,]    1    8   22    2    6
   [37,]    1   17    6   25   19
   [38,]    1    1    4   16   10
   [39,]    1   14   24    9   24
   [40,]    1    9   10    4   23
   [41,]    1   11   26   22   25
   [42,]    1   22    5    8    2
   [43,]    1   19   20    6    6
   [44,]    1    6   20    4   12
   [45,]    1   16   21    6   24
   [46,]    1    8   22   22    2
   [47,]    1    6   25   14   11
   [48,]    1   16   15   24    5
   [49,]    1   20    9   25   13
   [50,]    1    4    1    5   19
   [51,]    1   13    9    7    8
   [52,]    1   13   11   25   10
   [53,]    1    5   14    2   17
   [54,]    1    2   14   25    1
   [55,]    1    9    3    2   11
   [56,]    1    5   20    5   11
   [57,]    1   16    1   18    9
   [58,]    1    1    9    6    5
   [59,]    1    2    2   24   22
   [60,]    1   12    5   13   19
   [61,]    1   25   24   16    4
   [62,]    1   12    8    2   18
   [63,]    1    2   22    9   16
   [64,]    1   24   25   21    1
   [65,]    1    8   12   15   11
   [66,]    1    1   17   25   11
   [67,]    1   23    6    1   19
   [68,]    1   15    7    3   10
   [69,]    1   11   18    1   10
   [70,]    1    3    8   22   12
   [71,]    1   17   14    5    8
   [72,]    1    1    3    3    2
   [73,]    1   18   10   24   26
   [74,]    1   16   10   24   21
   [75,]    1   17   25   23   26
   [76,]    1   12   20    2   19
   [77,]   12    1   13    9    8
   [78,]    3    1   10    4   18
   [79,]   10    1    5   24   24
   [80,]    1    1   13   26   18
   [81,]   17    1   17   19    9
   [82,]   26    1   12   12    2
   [83,]   14    1    1    4   10
   [84,]    5    1   26   13   14
   [85,]   21    1   16   20    6
   [86,]    7    1   16   24   23
   [87,]   16    1   25   21   20
   [88,]    1    1   21    5   18
   [89,]   18    1    9   18    4
   [90,]    2    1   23    4   18
   [91,]   16    1   19    3   12
   [92,]    4    1    9   26   12
   [93,]   14    1    1   23   26
   [94,]   13    1   24   23   18
   [95,]   15    1   15    4   22
   [96,]    8    1    3    9   13
   [97,]    5    1   20    9   23
   [98,]    3    1    8    9   14
   [99,]   16    1   24   14   15
  [100,]    3    1   14   25    2
  [101,]   20    1    8   25   24
  [102,]   20    1   11    6   10
  [103,]   16    1   21   17    7
  [104,]   26    1   12    6    8
  [105,]   23    1    8   19   24
  [106,]   16    1   14   10    6
  [107,]   10    1    7    8   10
  [108,]   10    1   24   11   11
  [109,]   26    1    3    8    2
  [110,]   17    1   16    9    2
  [111,]   23    1   24   17   20
  [112,]    4    1   17   16    3
  [113,]   11    1   16   26    7
  [114,]   22    1   21    3   11
  [115,]    4    1   18    7   13
  [116,]   14    1   13   10   25
  [117,]   22    1   13   12   25
  [118,]   25    1   15    6    6
  [119,]   20    1   26   17    8
  [120,]   26    1    9   25    4
  [121,]    2    1    8   22    4
  [122,]   21    1   17   25   15
  [123,]   16    1    6    9    5
  [124,]   14    1   23    3   15
  [125,]   14    1    4   10    9
  [126,]    6    1    5   13   10
  [127,]   11    1    7   15   25
  [128,]   19    1   10   11   22
  [129,]   16    1   12   16   22
  [130,]    5    1   20   24   24
  [131,]   23    1   19   13   11
  [132,]   17    1   25   21   19
  [133,]   10    1   17   15   19
  [134,]    6    1   13    4   22
  [135,]    8    1   10   22    2
  [136,]   13    1   11    7    6
  [137,]    7    1    4   15    5
  [138,]   26    1   24   25   24
  [139,]   12    1    6    3   20
  [140,]   26    1   17    5   14
  [141,]    2    1   11    6   12
  [142,]    7    1   13    7    9
  [143,]    4    1    7   19   20
  [144,]    9    1   15   11    3
  [145,]   17    1   12   11   25
  [146,]   15    1   25    3   12
  [147,]   17    1    7   25    5
