       [,1] [,2] [,3]
  [1,]    1    8    1
  [2,]    1    8    4
  [3,]    1    4    5
  [4,]    1    5    8
  [5,]    1    8   10
  [6,]    1    3    2
  [7,]    4    1    3
  [8,]    1    1    2
  [9,]    1    1    3
 [10,]    4    1    5
 [11,]    8    1   10
 [12,]    3    1    8
 [13,]    6    3    1
 [14,]    8    9    1
 [15,]    7    1    1
 [16,]    1    3    1
 [17,]    8    3    1
 [18,]    5    9    1
 [19,]    2    7    9
 [20,]    2    2    7
 [21,]    2    8    9
 [22,]    2    4    1
 [23,]    2    8    2
 [24,]    2    6    4
 [25,]    4    2    5
 [26,]    5    2    6
 [27,]    5    2    1
 [28,]    4    2    1
 [29,]    3    2    8
 [30,]    8    2    7
 [31,]    5    4    2
 [32,]    4    3    2
 [33,]    7    3    2
 [34,]    8    7    2
 [35,]    7    9    2
 [36,]    9    1    2
 [37,]    3    3    9
 [38,]    3    5    7
 [39,]    3    8    8
 [40,]    3    5    3
 [41,]    3    7    7
 [42,]    3    7    2
 [43,]   10    3    6
 [44,]    6    3    5
 [45,]    2    3    7
 [46,]    2    3    3
 [47,]    5    3    6
 [48,]    7    3    8
 [49,]    7    6    3
 [50,]    9    3    3
 [51,]    7    1    3
 [52,]    6    6    3
 [53,]    2    9    3
 [54,]    1    2    3
 [55,]    4    1    2
 [56,]    4    2    2
 [57,]    4    4    6
 [58,]    4    4    2
 [59,]    4    7    9
 [60,]    4    3    5
 [61,]    9    4    1
 [62,]    8    4    8
 [63,]    3    4   10
 [64,]    6    4    7
 [65,]    1    4    9
 [66,]    8    4    2
 [67,]    8    2    4
 [68,]    8    1    4
 [69,]    6    1    4
 [70,]    4    7    4
 [71,]    9    2    4
 [72,]    6    3    4
 [73,]    5    1    6
 [74,]    5    4    6
 [75,]    5   10    5
 [76,]    5   10    4
 [77,]    5   10   10
 [78,]    5   10    6
 [79,]    7    5    9
 [80,]    8    5    3
 [81,]    2    5   10
 [82,]    5    5    5
 [83,]    1    5    9
 [84,]    1    5    5
 [85,]    4    5    5
 [86,]    9    6    5
 [87,]    2    2    5
 [88,]    3    5    5
 [89,]    1    6    5
 [90,]    8   10    5
 [91,]    6    2   10
 [92,]    6    2    1
 [93,]    6    1    3
 [94,]    6    1    6
 [95,]    6    5    4
 [96,]    6    4    8
 [97,]    7    6   10
 [98,]    4    6    7
 [99,]    6    6    7
[100,]    9    6    4
[101,]    8    6    2
[102,]   10    6    4
[103,]    9    7    6
[104,]    7    5    6
[105,]    9    1    6
[106,]    7    7    6
[107,]    9    8    6
[108,]    3    8    6
[109,]    7    8    9
[110,]    7    4    4
[111,]    7   10    7
[112,]    7    3    3
[113,]    7    6    8
[114,]    7    4    1
[115,]    9    7    7
[116,]    8    7    9
[117,]    1    7    3
[118,]    5    7    3
[119,]    3    7   10
[120,]    4    7    2
[121,]    8    3    7
[122,]    5    7    7
[123,]    1    9    7
[124,]   10    4    7
[125,]    5    6    7
[126,]    2    6    7
[127,]    8    8    7
[128,]    8    7    8
[129,]    8    1    8
[130,]    8    2    1
[131,]    8    7    7
[132,]    8    7    1
[133,]   10    8    1
[134,]    5    8    3
[135,]    9    8    4
[136,]    9    8    8
[137,]    7    8    8
[138,]    4    8    3
[139,]   10    6    8
[140,]    9    4    8
[141,]    8    3    8
[142,]    5    3    8
[143,]   10    9    8
[144,]    9    6    8
[145,]    9    2    2
[146,]    9    4    4
[147,]    9    7    8
[148,]    9    3    4
[149,]    9    8    3
[150,]    9    6    1
[151,]    8    9    6
[152,]    6    9    4
